date,temperature_2m_max,apparent_temperature_max,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,gps_tag,latitude,longitude
2015-01-01,18.8,16.8,0.0,0.0,19.6,46.8,9.13,aravalli_udaipur,24.585,73.712
2015-01-02,19.9,18.8,0.0,0.0,15.3,33.5,7.85,aravalli_udaipur,24.585,73.712
2015-01-03,22.7,21.9,0.0,0.0,6.8,18.4,14.45,aravalli_udaipur,24.585,73.712
2015-01-04,22.5,20.0,0.0,0.0,12.6,29.2,16.48,aravalli_udaipur,24.585,73.712
2015-01-05,24.3,22.2,0.0,0.0,9.6,24.1,16.97,aravalli_udaipur,24.585,73.712
2015-01-06,26.0,23.3,0.0,0.0,9.5,25.6,17.02,aravalli_udaipur,24.585,73.712
2015-01-07,25.6,24.1,0.0,0.0,7.7,16.6,16.93,aravalli_udaipur,24.585,73.712
2015-01-08,24.9,23.4,0.0,0.0,9.4,22.7,17.07,aravalli_udaipur,24.585,73.712
2015-01-09,25.5,24.3,0.0,0.0,6.8,19.4,17.1,aravalli_udaipur,24.585,73.712
2015-01-10,26.9,24.8,0.0,0.0,8.3,17.6,17.28,aravalli_udaipur,24.585,73.712
2015-01-11,28.1,26.5,0.0,0.0,8.3,21.2,17.43,aravalli_udaipur,24.585,73.712
2015-01-12,28.2,26.8,0.0,0.0,9.3,17.6,17.59,aravalli_udaipur,24.585,73.712
2015-01-13,26.8,24.4,0.0,0.0,10.3,27.0,17.5,aravalli_udaipur,24.585,73.712
2015-01-14,24.4,22.3,0.2,2.0,13.3,28.1,13.94,aravalli_udaipur,24.585,73.712
2015-01-15,22.3,21.7,0.0,0.0,13.8,30.6,17.33,aravalli_udaipur,24.585,73.712
2015-01-16,22.6,22.2,0.0,0.0,9.6,26.3,17.57,aravalli_udaipur,24.585,73.712
2015-01-17,21.8,20.0,0.0,0.0,10.7,27.7,17.85,aravalli_udaipur,24.585,73.712
2015-01-18,22.3,20.7,0.0,0.0,8.9,23.0,17.9,aravalli_udaipur,24.585,73.712
2015-01-19,23.0,21.0,0.0,0.0,9.8,26.6,18.0,aravalli_udaipur,24.585,73.712
2015-01-20,23.6,21.3,0.0,0.0,15.5,35.6,15.42,aravalli_udaipur,24.585,73.712
2015-01-21,23.5,21.4,1.1,2.0,14.4,31.3,13.04,aravalli_udaipur,24.585,73.712
2015-01-22,23.0,21.4,2.4,4.0,14.8,36.0,14.35,aravalli_udaipur,24.585,73.712
2015-01-23,21.2,19.8,0.0,0.0,10.4,24.1,15.23,aravalli_udaipur,24.585,73.712
2015-01-24,20.6,19.8,0.0,0.0,12.7,31.7,16.79,aravalli_udaipur,24.585,73.712
2015-01-25,20.5,21.0,0.2,2.0,9.4,24.1,13.29,aravalli_udaipur,24.585,73.712
2015-01-26,21.1,19.7,0.0,0.0,10.1,25.9,17.03,aravalli_udaipur,24.585,73.712
2015-01-27,20.6,19.0,0.0,0.0,10.2,27.4,18.09,aravalli_udaipur,24.585,73.712
2015-01-28,19.9,17.7,0.0,0.0,12.6,33.1,18.83,aravalli_udaipur,24.585,73.712
2015-01-29,23.2,20.9,0.0,0.0,8.9,22.0,18.95,aravalli_udaipur,24.585,73.712
2015-01-30,23.0,20.5,0.0,0.0,9.8,24.8,18.85,aravalli_udaipur,24.585,73.712
2015-01-31,25.7,24.1,0.0,0.0,9.6,19.8,18.95,aravalli_udaipur,24.585,73.712
2015-02-01,26.5,24.0,0.0,0.0,13.8,32.8,18.93,aravalli_udaipur,24.585,73.712
2015-02-02,27.3,25.2,0.0,0.0,14.0,32.8,18.77,aravalli_udaipur,24.585,73.712
2015-02-03,26.1,26.3,0.0,0.0,11.6,21.6,18.9,aravalli_udaipur,24.585,73.712
2015-02-04,24.7,22.4,0.0,0.0,14.8,35.6,19.49,aravalli_udaipur,24.585,73.712
2015-02-05,24.9,24.1,0.0,0.0,10.5,26.3,19.37,aravalli_udaipur,24.585,73.712
2015-02-06,25.7,25.3,0.0,0.0,7.9,28.4,17.54,aravalli_udaipur,24.585,73.712
2015-02-07,27.0,25.4,0.0,0.0,9.9,26.6,19.32,aravalli_udaipur,24.585,73.712
2015-02-08,26.0,24.6,0.0,0.0,9.8,23.4,18.96,aravalli_udaipur,24.585,73.712
2015-02-09,24.4,22.8,0.0,0.0,13.4,34.2,18.2,aravalli_udaipur,24.585,73.712
2015-02-10,25.2,24.6,0.0,0.0,13.2,34.2,19.88,aravalli_udaipur,24.585,73.712
2015-02-11,27.1,26.8,0.0,0.0,12.1,23.4,19.51,aravalli_udaipur,24.585,73.712
2015-02-12,27.2,24.6,0.0,0.0,12.2,27.7,20.42,aravalli_udaipur,24.585,73.712
2015-02-13,28.9,27.9,0.0,0.0,9.5,20.2,20.32,aravalli_udaipur,24.585,73.712
2015-02-14,30.9,28.3,0.0,0.0,16.6,37.1,20.47,aravalli_udaipur,24.585,73.712
2015-02-15,30.9,31.0,0.0,0.0,8.9,19.8,20.4,aravalli_udaipur,24.585,73.712
2015-02-16,31.6,29.0,0.0,0.0,16.6,37.4,20.74,aravalli_udaipur,24.585,73.712
2015-02-17,31.5,31.4,0.0,0.0,10.5,22.3,20.68,aravalli_udaipur,24.585,73.712
2015-02-18,30.4,30.7,0.0,0.0,8.9,20.2,20.42,aravalli_udaipur,24.585,73.712
2015-02-19,30.5,27.8,0.0,0.0,18.4,41.0,20.0,aravalli_udaipur,24.585,73.712
2015-02-20,30.8,29.3,0.0,0.0,10.6,28.1,21.21,aravalli_udaipur,24.585,73.712
2015-02-21,31.9,31.5,0.0,0.0,8.2,21.6,21.1,aravalli_udaipur,24.585,73.712
2015-02-22,32.6,33.4,0.0,0.0,8.5,21.6,21.25,aravalli_udaipur,24.585,73.712
2015-02-23,32.6,31.9,0.0,0.0,11.1,28.1,21.04,aravalli_udaipur,24.585,73.712
2015-02-24,31.6,29.4,0.0,0.0,19.5,41.0,17.37,aravalli_udaipur,24.585,73.712
2015-02-25,27.8,25.0,0.0,0.0,20.4,43.9,21.61,aravalli_udaipur,24.585,73.712
2015-02-26,26.8,24.0,0.0,0.0,12.4,30.6,22.63,aravalli_udaipur,24.585,73.712
2015-02-27,25.8,24.4,0.0,0.0,10.1,26.3,22.58,aravalli_udaipur,24.585,73.712
2015-02-28,27.2,24.7,0.6,4.0,19.6,42.8,19.28,aravalli_udaipur,24.585,73.712
2015-03-01,20.2,19.4,23.9,16.0,21.7,48.6,11.53,aravalli_udaipur,24.585,73.712
2015-03-02,21.8,20.4,0.2,1.0,14.6,33.5,17.29,aravalli_udaipur,24.585,73.712
2015-03-03,21.8,20.6,0.0,0.0,7.0,20.2,17.34,aravalli_udaipur,24.585,73.712
2015-03-04,24.5,24.2,0.0,0.0,9.3,23.4,21.8,aravalli_udaipur,24.585,73.712
2015-03-05,25.4,25.0,0.0,0.0,10.9,27.7,22.41,aravalli_udaipur,24.585,73.712
2015-03-06,27.0,28.0,0.0,0.0,7.7,18.4,21.14,aravalli_udaipur,24.585,73.712
2015-03-07,27.7,26.6,0.1,1.0,17.4,38.2,21.56,aravalli_udaipur,24.585,73.712
2015-03-08,27.6,27.8,0.0,0.0,11.4,22.0,23.44,aravalli_udaipur,24.585,73.712
2015-03-09,26.3,24.3,0.0,0.0,16.1,36.7,24.45,aravalli_udaipur,24.585,73.712
2015-03-10,27.2,26.7,0.0,0.0,15.5,32.8,23.77,aravalli_udaipur,24.585,73.712
2015-03-11,29.8,29.7,0.0,0.0,13.0,29.2,21.15,aravalli_udaipur,24.585,73.712
2015-03-12,29.9,30.4,2.7,3.0,11.2,28.8,20.11,aravalli_udaipur,24.585,73.712
2015-03-13,28.9,28.5,0.6,1.0,17.5,40.0,22.14,aravalli_udaipur,24.585,73.712
2015-03-14,24.8,25.7,18.6,16.0,14.0,38.9,17.29,aravalli_udaipur,24.585,73.712
2015-03-15,25.0,24.1,0.2,2.0,20.9,50.8,19.33,aravalli_udaipur,24.585,73.712
2015-03-16,26.1,26.5,0.0,0.0,8.9,19.8,23.98,aravalli_udaipur,24.585,73.712
2015-03-17,26.4,25.9,0.0,0.0,14.6,33.8,23.05,aravalli_udaipur,24.585,73.712
2015-03-18,27.8,27.8,0.0,0.0,10.1,23.0,24.76,aravalli_udaipur,24.585,73.712
2015-03-19,29.1,29.3,0.0,0.0,10.1,21.2,24.6,aravalli_udaipur,24.585,73.712
2015-03-20,31.4,32.2,0.0,0.0,10.0,19.4,24.36,aravalli_udaipur,24.585,73.712
2015-03-21,32.8,34.0,0.0,0.0,8.8,20.5,24.18,aravalli_udaipur,24.585,73.712
2015-03-22,34.8,36.1,0.0,0.0,10.9,23.8,23.27,aravalli_udaipur,24.585,73.712
2015-03-23,35.5,35.6,0.0,0.0,13.1,30.6,24.74,aravalli_udaipur,24.585,73.712
2015-03-24,36.0,37.3,0.0,0.0,8.3,19.1,24.84,aravalli_udaipur,24.585,73.712
2015-03-25,36.2,36.4,0.0,0.0,12.4,32.4,24.75,aravalli_udaipur,24.585,73.712
2015-03-26,36.3,36.2,0.0,0.0,15.1,34.9,22.34,aravalli_udaipur,24.585,73.712
2015-03-27,36.2,37.8,0.0,0.0,8.5,23.4,23.24,aravalli_udaipur,24.585,73.712
2015-03-28,36.8,37.4,1.2,1.0,14.9,40.0,23.37,aravalli_udaipur,24.585,73.712
2015-03-29,33.5,30.2,0.0,0.0,23.7,51.1,14.35,aravalli_udaipur,24.585,73.712
2015-03-30,32.6,29.5,0.0,0.0,21.9,47.5,26.04,aravalli_udaipur,24.585,73.712
2015-03-31,33.8,33.4,0.0,0.0,8.3,23.4,26.01,aravalli_udaipur,24.585,73.712
2015-04-01,34.9,33.8,0.0,0.0,14.8,35.6,25.8,aravalli_udaipur,24.585,73.712
2015-04-02,34.3,33.3,0.0,0.0,20.3,44.6,25.68,aravalli_udaipur,24.585,73.712
2015-04-03,32.9,31.3,0.0,0.0,22.3,47.5,26.02,aravalli_udaipur,24.585,73.712
2015-04-04,31.3,29.8,0.0,0.0,20.5,44.3,22.88,aravalli_udaipur,24.585,73.712
2015-04-05,32.1,33.1,0.0,0.0,10.2,25.2,21.44,aravalli_udaipur,24.585,73.712
2015-04-06,33.6,35.0,0.0,0.0,7.5,19.1,22.88,aravalli_udaipur,24.585,73.712
2015-04-07,33.2,34.6,0.2,1.0,11.9,24.8,22.07,aravalli_udaipur,24.585,73.712
2015-04-08,33.7,34.6,0.0,0.0,10.8,24.8,23.31,aravalli_udaipur,24.585,73.712
2015-04-09,34.5,35.4,0.0,0.0,11.2,29.9,24.91,aravalli_udaipur,24.585,73.712
2015-04-10,36.1,36.2,1.3,2.0,17.1,32.4,24.7,aravalli_udaipur,24.585,73.712
2015-04-11,32.9,33.7,3.8,4.0,17.5,40.7,22.36,aravalli_udaipur,24.585,73.712
2015-04-12,29.6,30.9,8.7,7.0,13.8,34.6,21.09,aravalli_udaipur,24.585,73.712
2015-04-13,29.1,31.2,0.0,0.0,7.6,27.0,23.46,aravalli_udaipur,24.585,73.712
2015-04-14,28.8,29.6,0.0,0.0,12.0,30.6,22.05,aravalli_udaipur,24.585,73.712
2015-04-15,30.6,31.9,0.0,0.0,8.4,25.9,23.69,aravalli_udaipur,24.585,73.712
2015-04-16,34.3,35.2,0.0,0.0,11.5,28.1,25.43,aravalli_udaipur,24.585,73.712
2015-04-17,37.0,38.1,0.0,0.0,10.9,27.0,25.99,aravalli_udaipur,24.585,73.712
2015-04-18,39.1,38.0,0.0,0.0,17.6,41.0,26.83,aravalli_udaipur,24.585,73.712
2015-04-19,40.2,39.3,0.0,0.0,15.3,36.4,26.81,aravalli_udaipur,24.585,73.712
2015-04-20,38.9,36.6,0.0,0.0,20.8,45.7,27.55,aravalli_udaipur,24.585,73.712
2015-04-21,39.4,38.5,0.0,0.0,14.8,36.7,27.37,aravalli_udaipur,24.585,73.712
2015-04-22,38.0,35.1,0.0,0.0,20.8,45.0,27.89,aravalli_udaipur,24.585,73.712
2015-04-23,37.4,37.0,0.0,0.0,13.8,32.8,27.13,aravalli_udaipur,24.585,73.712
2015-04-24,38.0,38.3,0.0,0.0,10.7,25.2,26.96,aravalli_udaipur,24.585,73.712
2015-04-25,38.7,38.0,0.0,0.0,13.6,34.6,26.58,aravalli_udaipur,24.585,73.712
2015-04-26,39.4,39.2,0.0,0.0,12.8,33.5,25.98,aravalli_udaipur,24.585,73.712
2015-04-27,40.5,37.8,0.0,0.0,20.7,45.4,27.63,aravalli_udaipur,24.585,73.712
2015-04-28,40.3,40.0,0.1,1.0,18.2,42.1,26.83,aravalli_udaipur,24.585,73.712
2015-04-29,40.2,39.1,0.0,0.0,14.2,28.8,28.14,aravalli_udaipur,24.585,73.712
2015-04-30,39.5,36.7,0.0,0.0,21.2,46.1,28.4,aravalli_udaipur,24.585,73.712
2015-05-01,39.7,39.5,0.0,0.0,12.0,28.8,28.05,aravalli_udaipur,24.585,73.712
2015-05-02,39.3,38.3,0.0,0.0,10.0,29.9,28.45,aravalli_udaipur,24.585,73.712
2015-05-03,39.6,38.5,0.0,0.0,11.6,31.0,27.17,aravalli_udaipur,24.585,73.712
2015-05-04,39.4,39.0,0.5,2.0,12.1,31.0,24.27,aravalli_udaipur,24.585,73.712
2015-05-05,39.0,39.5,0.0,0.0,9.7,28.1,26.63,aravalli_udaipur,24.585,73.712
2015-05-06,39.4,39.2,0.0,0.0,12.6,32.4,28.16,aravalli_udaipur,24.585,73.712
2015-05-07,39.7,38.2,0.0,0.0,17.5,39.6,27.82,aravalli_udaipur,24.585,73.712
2015-05-08,38.7,36.3,0.0,0.0,19.8,43.9,25.67,aravalli_udaipur,24.585,73.712
2015-05-09,39.0,36.7,0.0,0.0,21.4,47.9,28.25,aravalli_udaipur,24.585,73.712
2015-05-10,38.1,36.3,0.0,0.0,20.1,45.0,27.46,aravalli_udaipur,24.585,73.712
2015-05-11,38.5,38.1,0.0,0.0,16.8,38.9,25.69,aravalli_udaipur,24.585,73.712
2015-05-12,38.3,39.0,1.9,2.0,17.3,44.3,24.49,aravalli_udaipur,24.585,73.712
2015-05-13,36.0,36.1,0.0,0.0,14.1,33.5,23.57,aravalli_udaipur,24.585,73.712
2015-05-14,35.7,37.5,1.2,2.0,11.4,33.8,23.29,aravalli_udaipur,24.585,73.712
2015-05-15,37.9,38.2,0.0,0.0,9.4,24.5,25.57,aravalli_udaipur,24.585,73.712
2015-05-16,40.0,40.0,0.0,0.0,13.5,35.6,27.03,aravalli_udaipur,24.585,73.712
2015-05-17,41.2,40.1,0.0,0.0,14.7,36.0,28.46,aravalli_udaipur,24.585,73.712
2015-05-18,41.4,39.8,0.0,0.0,17.6,40.7,28.43,aravalli_udaipur,24.585,73.712
2015-05-19,41.6,40.4,0.0,0.0,19.2,43.2,28.27,aravalli_udaipur,24.585,73.712
2015-05-20,40.7,41.1,0.0,0.0,16.6,38.2,27.26,aravalli_udaipur,24.585,73.712
2015-05-21,40.2,41.4,0.0,0.0,14.6,36.0,27.06,aravalli_udaipur,24.585,73.712
2015-05-22,40.7,38.4,0.0,0.0,21.1,46.4,27.99,aravalli_udaipur,24.585,73.712
2015-05-23,39.3,39.5,0.0,0.0,20.2,45.0,27.15,aravalli_udaipur,24.585,73.712
2015-05-24,38.4,38.8,0.0,0.0,24.3,52.2,27.22,aravalli_udaipur,24.585,73.712
2015-05-25,38.7,39.4,0.0,0.0,21.4,47.9,27.03,aravalli_udaipur,24.585,73.712
2015-05-26,39.1,39.6,0.1,1.0,18.2,41.0,26.84,aravalli_udaipur,24.585,73.712
2015-05-27,39.9,41.4,0.0,0.0,14.3,35.3,26.51,aravalli_udaipur,24.585,73.712
2015-05-28,40.2,39.8,0.0,0.0,17.1,40.3,26.82,aravalli_udaipur,24.585,73.712
2015-05-29,40.7,40.1,0.0,0.0,15.4,36.7,27.96,aravalli_udaipur,24.585,73.712
2015-05-30,41.0,40.9,0.0,0.0,13.0,32.4,27.83,aravalli_udaipur,24.585,73.712
2015-05-31,41.1,41.0,0.0,0.0,13.0,34.9,27.71,aravalli_udaipur,24.585,73.712
2015-06-01,39.9,39.3,0.0,0.0,17.3,38.9,26.95,aravalli_udaipur,24.585,73.712
2015-06-02,37.4,38.9,0.2,1.0,16.3,40.3,26.37,aravalli_udaipur,24.585,73.712
2015-06-03,34.4,36.1,2.4,3.0,13.5,35.6,21.6,aravalli_udaipur,24.585,73.712
2015-06-04,35.8,38.6,0.0,0.0,9.1,25.9,25.29,aravalli_udaipur,24.585,73.712
2015-06-05,38.2,39.1,0.0,0.0,11.1,32.4,25.05,aravalli_udaipur,24.585,73.712
2015-06-06,39.2,39.7,0.0,0.0,10.2,26.6,25.98,aravalli_udaipur,24.585,73.712
2015-06-07,40.8,41.4,0.0,0.0,8.8,22.7,25.9,aravalli_udaipur,24.585,73.712
2015-06-08,37.0,37.7,0.8,5.0,16.8,34.9,17.91,aravalli_udaipur,24.585,73.712
2015-06-09,35.9,38.9,1.2,2.0,16.6,33.5,21.48,aravalli_udaipur,24.585,73.712
2015-06-10,37.1,40.4,0.7,1.0,13.6,32.8,24.12,aravalli_udaipur,24.585,73.712
2015-06-11,35.4,39.8,12.8,8.0,12.1,27.0,22.8,aravalli_udaipur,24.585,73.712
2015-06-12,34.3,38.6,4.9,8.0,11.8,32.8,21.6,aravalli_udaipur,24.585,73.712
2015-06-13,34.8,39.2,1.6,4.0,16.9,34.2,23.63,aravalli_udaipur,24.585,73.712
2015-06-14,34.3,38.4,0.0,0.0,16.8,34.6,23.61,aravalli_udaipur,24.585,73.712
2015-06-15,34.6,37.8,0.0,0.0,18.6,38.5,23.49,aravalli_udaipur,24.585,73.712
2015-06-16,34.5,39.8,0.6,2.0,16.4,36.0,21.06,aravalli_udaipur,24.585,73.712
2015-06-17,34.7,39.4,1.5,5.0,11.5,28.8,21.45,aravalli_udaipur,24.585,73.712
2015-06-18,34.6,39.6,0.6,1.0,8.2,26.6,20.08,aravalli_udaipur,24.585,73.712
2015-06-19,37.1,42.0,2.5,3.0,12.1,33.1,22.18,aravalli_udaipur,24.585,73.712
2015-06-20,35.2,39.9,0.0,0.0,11.2,30.6,20.39,aravalli_udaipur,24.585,73.712
2015-06-21,35.4,40.7,4.4,8.0,10.5,32.0,21.1,aravalli_udaipur,24.585,73.712
2015-06-22,33.7,39.5,10.3,5.0,10.4,27.7,19.19,aravalli_udaipur,24.585,73.712
2015-06-23,33.3,36.9,2.5,8.0,14.5,31.0,19.37,aravalli_udaipur,24.585,73.712
2015-06-24,30.1,34.1,39.1,22.0,17.4,32.4,12.36,aravalli_udaipur,24.585,73.712
2015-06-25,29.9,32.6,40.4,11.0,23.8,43.2,11.99,aravalli_udaipur,24.585,73.712
2015-06-26,29.9,32.3,0.0,0.0,18.6,38.2,17.75,aravalli_udaipur,24.585,73.712
2015-06-27,31.3,34.7,0.0,0.0,17.7,37.4,23.51,aravalli_udaipur,24.585,73.712
2015-06-28,31.5,35.3,0.0,0.0,16.0,33.8,23.49,aravalli_udaipur,24.585,73.712
2015-06-29,31.6,35.6,0.0,0.0,16.5,33.5,18.27,aravalli_udaipur,24.585,73.712
2015-06-30,30.9,33.0,0.0,0.0,17.1,36.0,18.08,aravalli_udaipur,24.585,73.712
2015-07-01,31.7,33.8,0.0,0.0,19.4,41.8,22.41,aravalli_udaipur,24.585,73.712
2015-07-02,31.2,32.7,0.0,0.0,19.7,42.1,20.83,aravalli_udaipur,24.585,73.712
2015-07-03,31.4,32.3,0.0,0.0,22.7,47.2,19.08,aravalli_udaipur,24.585,73.712
2015-07-04,32.2,32.6,0.0,0.0,26.7,54.4,20.43,aravalli_udaipur,24.585,73.712
2015-07-05,31.1,31.8,0.0,0.0,26.8,55.4,17.18,aravalli_udaipur,24.585,73.712
2015-07-06,30.0,31.3,0.3,2.0,26.4,54.4,13.98,aravalli_udaipur,24.585,73.712
2015-07-07,29.8,31.6,0.2,2.0,21.6,42.1,14.39,aravalli_udaipur,24.585,73.712
2015-07-08,31.0,33.4,0.0,0.0,18.7,40.7,15.93,aravalli_udaipur,24.585,73.712
2015-07-09,29.9,31.9,0.0,0.0,22.3,47.5,12.31,aravalli_udaipur,24.585,73.712
2015-07-10,31.3,33.3,0.0,0.0,20.4,44.6,17.56,aravalli_udaipur,24.585,73.712
2015-07-11,31.2,32.9,0.0,0.0,14.9,34.9,16.46,aravalli_udaipur,24.585,73.712
2015-07-12,32.4,35.8,0.0,0.0,17.9,40.7,21.24,aravalli_udaipur,24.585,73.712
2015-07-13,31.7,35.2,0.1,1.0,16.4,38.9,19.08,aravalli_udaipur,24.585,73.712
2015-07-14,32.4,34.8,0.0,0.0,17.2,37.4,19.82,aravalli_udaipur,24.585,73.712
2015-07-15,31.3,32.0,0.0,0.0,22.2,45.4,17.47,aravalli_udaipur,24.585,73.712
2015-07-16,31.3,32.6,0.0,0.0,20.7,45.7,17.54,aravalli_udaipur,24.585,73.712
2015-07-17,30.9,32.8,0.1,1.0,15.9,41.4,15.46,aravalli_udaipur,24.585,73.712
2015-07-18,31.3,33.2,0.0,0.0,15.5,36.0,9.78,aravalli_udaipur,24.585,73.712
2015-07-19,27.7,30.2,3.4,10.0,18.3,39.2,8.87,aravalli_udaipur,24.585,73.712
2015-07-20,27.0,31.0,9.5,16.0,13.3,29.5,7.68,aravalli_udaipur,24.585,73.712
2015-07-21,27.7,33.3,16.0,24.0,6.6,22.3,7.68,aravalli_udaipur,24.585,73.712
2015-07-22,29.5,34.0,5.9,10.0,13.0,27.4,9.69,aravalli_udaipur,24.585,73.712
2015-07-23,29.8,35.5,5.0,12.0,7.8,23.0,13.4,aravalli_udaipur,24.585,73.712
2015-07-24,28.1,33.1,8.1,14.0,9.6,23.8,9.59,aravalli_udaipur,24.585,73.712
2015-07-25,25.8,29.9,27.0,24.0,17.0,35.3,3.42,aravalli_udaipur,24.585,73.712
2015-07-26,23.6,26.0,84.5,24.0,30.3,54.7,2.54,aravalli_udaipur,24.585,73.712
2015-07-27,22.9,24.2,163.6,24.0,32.7,72.0,1.87,aravalli_udaipur,24.585,73.712
2015-07-28,23.0,24.8,122.3,24.0,38.6,97.2,2.84,aravalli_udaipur,24.585,73.712
2015-07-29,25.2,27.8,17.5,23.0,31.4,64.1,6.4,aravalli_udaipur,24.585,73.712
2015-07-30,27.0,28.6,0.8,3.0,29.0,56.9,13.52,aravalli_udaipur,24.585,73.712
2015-07-31,25.5,26.7,0.4,3.0,26.3,55.1,7.71,aravalli_udaipur,24.585,73.712
2015-08-01,24.8,27.6,1.8,6.0,23.7,48.2,6.96,aravalli_udaipur,24.585,73.712
2015-08-02,27.0,29.3,0.0,0.0,20.3,45.0,12.68,aravalli_udaipur,24.585,73.712
2015-08-03,28.4,31.4,0.0,0.0,14.8,29.2,15.27,aravalli_udaipur,24.585,73.712
2015-08-04,30.1,33.2,0.0,0.0,14.7,32.8,19.06,aravalli_udaipur,24.585,73.712
2015-08-05,28.4,30.8,0.0,0.0,15.5,31.3,15.08,aravalli_udaipur,24.585,73.712
2015-08-06,29.0,31.9,0.0,0.0,14.2,29.9,16.36,aravalli_udaipur,24.585,73.712
2015-08-07,29.6,33.1,0.0,0.0,14.5,31.3,17.76,aravalli_udaipur,24.585,73.712
2015-08-08,29.5,33.2,0.2,2.0,10.4,24.5,15.79,aravalli_udaipur,24.585,73.712
2015-08-09,28.4,32.0,1.1,4.0,10.7,25.2,11.76,aravalli_udaipur,24.585,73.712
2015-08-10,28.4,32.3,2.7,5.0,9.0,23.4,12.05,aravalli_udaipur,24.585,73.712
2015-08-11,29.2,34.3,13.5,13.0,9.7,23.0,13.44,aravalli_udaipur,24.585,73.712
2015-08-12,27.0,32.2,10.1,16.0,7.4,17.6,6.11,aravalli_udaipur,24.585,73.712
2015-08-13,27.0,32.2,9.6,10.0,8.4,19.8,7.29,aravalli_udaipur,24.585,73.712
2015-08-14,28.4,33.7,11.8,20.0,9.1,20.9,10.98,aravalli_udaipur,24.585,73.712
2015-08-15,28.9,33.4,5.4,7.0,11.3,27.0,14.45,aravalli_udaipur,24.585,73.712
2015-08-16,28.8,33.4,2.0,3.0,14.0,33.1,14.88,aravalli_udaipur,24.585,73.712
2015-08-17,29.0,33.4,1.2,4.0,13.0,29.2,13.85,aravalli_udaipur,24.585,73.712
2015-08-18,28.9,33.5,0.8,4.0,13.9,29.9,16.53,aravalli_udaipur,24.585,73.712
2015-08-19,28.9,31.3,0.0,0.0,18.1,38.9,15.45,aravalli_udaipur,24.585,73.712
2015-08-20,28.3,30.1,0.0,0.0,21.1,43.6,15.32,aravalli_udaipur,24.585,73.712
2015-08-21,28.2,30.0,0.1,1.0,22.1,43.9,16.79,aravalli_udaipur,24.585,73.712
2015-08-22,28.4,30.7,0.0,0.0,17.0,35.3,14.97,aravalli_udaipur,24.585,73.712
2015-08-23,28.7,31.4,0.1,1.0,16.7,34.6,15.92,aravalli_udaipur,24.585,73.712
2015-08-24,28.7,31.1,0.2,2.0,15.9,39.2,15.85,aravalli_udaipur,24.585,73.712
2015-08-25,28.9,31.8,0.0,0.0,12.6,29.2,15.73,aravalli_udaipur,24.585,73.712
2015-08-26,30.1,33.7,0.0,0.0,12.0,26.6,18.77,aravalli_udaipur,24.585,73.712
2015-08-27,30.6,34.1,0.0,0.0,11.3,23.8,18.45,aravalli_udaipur,24.585,73.712
2015-08-28,30.1,34.4,0.0,0.0,10.1,23.0,19.0,aravalli_udaipur,24.585,73.712
2015-08-29,30.7,35.5,0.0,0.0,9.7,23.4,20.56,aravalli_udaipur,24.585,73.712
2015-08-30,30.1,34.4,0.0,0.0,11.5,25.6,19.32,aravalli_udaipur,24.585,73.712
2015-08-31,28.3,32.1,1.5,6.0,12.7,28.8,15.39,aravalli_udaipur,24.585,73.712
2015-09-01,29.1,32.0,0.0,0.0,13.4,29.5,19.26,aravalli_udaipur,24.585,73.712
2015-09-02,28.7,31.2,0.0,0.0,13.1,29.2,21.25,aravalli_udaipur,24.585,73.712
2015-09-03,28.8,32.8,0.0,0.0,7.9,23.0,21.15,aravalli_udaipur,24.585,73.712
2015-09-04,30.2,34.5,0.0,0.0,7.5,23.4,21.5,aravalli_udaipur,24.585,73.712
2015-09-05,30.2,34.5,0.0,0.0,6.2,17.3,20.94,aravalli_udaipur,24.585,73.712
2015-09-06,30.4,33.2,0.0,0.0,10.8,24.8,21.17,aravalli_udaipur,24.585,73.712
2015-09-07,28.6,31.4,0.4,4.0,7.9,21.6,19.3,aravalli_udaipur,24.585,73.712
2015-09-08,29.4,33.1,0.0,0.0,7.6,22.0,19.84,aravalli_udaipur,24.585,73.712
2015-09-09,30.3,35.0,0.1,1.0,6.9,20.9,21.28,aravalli_udaipur,24.585,73.712
2015-09-10,31.6,37.3,0.2,1.0,6.6,18.4,21.39,aravalli_udaipur,24.585,73.712
2015-09-11,32.5,36.1,0.0,0.0,7.9,19.1,20.1,aravalli_udaipur,24.585,73.712
2015-09-12,33.4,36.3,0.0,0.0,10.2,25.6,19.67,aravalli_udaipur,24.585,73.712
2015-09-13,33.4,36.6,0.0,0.0,10.1,24.1,19.82,aravalli_udaipur,24.585,73.712
2015-09-14,33.4,37.1,0.0,0.0,14.8,36.0,20.75,aravalli_udaipur,24.585,73.712
2015-09-15,33.1,38.5,0.1,1.0,13.4,27.0,20.7,aravalli_udaipur,24.585,73.712
2015-09-16,33.7,37.1,0.1,1.0,10.4,29.2,21.01,aravalli_udaipur,24.585,73.712
2015-09-17,33.3,35.5,0.0,0.0,17.7,38.9,19.8,aravalli_udaipur,24.585,73.712
2015-09-18,30.3,33.2,6.6,9.0,21.7,55.8,15.43,aravalli_udaipur,24.585,73.712
2015-09-19,28.3,31.2,3.2,11.0,21.0,43.9,13.12,aravalli_udaipur,24.585,73.712
